date,snb_bills_outstanding_chf_mn,repo_claims_chf_mn,sight_deposits_chf_mn,total_assets_chf_mn,banknotes_chf_mn,reverse_repo_liabilities_chf_mn,date_str,total_liq_absorption_chf_mn
1996-12-31,,,32447.6,72526.1,1813.8,,1996-12,0.0
1997-01-31,,,29656.0,68322.2,1101.8,,1997-01,0.0
1997-02-28,,,29508.4,68351.1,1104.5,,1997-02,0.0
1997-03-31,,,29986.4,71261.3,1122.6,,1997-03,0.0
1997-04-30,,,29273.2,69906.8,1472.7,,1997-04,0.0
1997-05-31,,,29318.6,71615.9,1130.3,,1997-05,0.0
1997-06-30,,,29437.8,71110.4,1202.0,,1997-06,0.0
1997-07-31,,,29029.0,70276.1,1169.2,,1997-07,0.0
1997-08-31,,,28907.8,69819.3,1138.2,,1997-08,0.0
1997-09-30,,,28793.1,70676.2,1148.6,,1997-09,0.0
1997-10-31,,,29142.0,70428.8,1147.8,,1997-10,0.0
1997-11-30,,,29476.9,70488.0,1137.1,,1997-11,0.0
1997-12-31,,,32141.8,75904.5,1164.7,,1997-12,0.0
1998-01-31,,,29835.8,72469.9,1206.0,,1998-01,0.0
1998-02-28,,,29641.1,72152.2,1201.9,,1998-02,0.0
1998-03-31,,,29601.4,73366.0,1187.6,,1998-03,0.0
1998-04-30,,5230.4,29901.7,75127.4,1193.0,0.0,1998-04,0.0
1998-05-31,,8193.7,29892.7,78909.9,1700.2,0.0,1998-05,0.0
1998-06-30,,8117.6,30000.6,80026.3,1223.8,0.0,1998-06,0.0
1998-07-31,,10557.7,29740.3,81542.8,1173.9,0.0,1998-07,0.0
1998-08-31,,10542.6,29584.4,81725.5,1176.3,0.0,1998-08,0.0
1998-09-30,,12333.0,29691.5,81100.5,1846.7,0.0,1998-09,0.0
1998-10-31,,14268.1,29832.0,85772.9,1216.0,0.0,1998-10,0.0
1998-11-30,,15507.3,30333.7,87552.0,1213.0,0.3,1998-11,0.3
1998-12-31,,17348.3,33218.8,92860.7,1158.1,0.0,1998-12,0.0
1999-01-31,,15778.4,30916.2,88349.3,1206.0,0.0,1999-01,0.0
1999-02-28,,15440.7,30604.5,86509.3,1249.8,0.0,1999-02,0.0
1999-03-31,,15110.9,31386.3,88255.4,1507.3,0.0,1999-03,0.0
1999-04-30,,16942.7,30936.4,89016.3,1200.1,0.0,1999-04,0.0
1999-05-31,,20794.8,30898.9,91899.4,1265.6,0.0,1999-05,0.0
1999-06-30,,20673.7,30919.5,94496.2,1145.3,0.0,1999-06,0.0
1999-07-31,,22152.7,30589.5,92512.6,1186.0,1.1,1999-07,1.1
1999-08-31,,23793.7,30477.7,95865.7,1177.6,0.0,1999-08,0.0
1999-09-30,,19653.3,30877.8,91685.1,1192.1,0.0,1999-09,0.0
1999-10-31,,18552.3,30950.4,90856.4,1176.8,0.0,1999-10,0.0
1999-11-30,,19903.3,32240.4,91827.6,1498.0,0.0,1999-11,0.0
1999-12-31,,28136.0,37184.8,104838.9,1139.9,6.5,1999-12,6.5
2000-01-31,,21796.4,32392.2,92443.5,1201.3,0.0,2000-01,0.0
2000-02-29,,21707.4,31926.6,89601.8,1198.4,0.0,2000-02,0.0
2000-03-31,,20506.7,32049.7,89021.5,1115.3,0.0,2000-03,0.0
2000-04-30,,16959.7,32094.0,85144.1,1221.3,0.0,2000-04,0.0
2000-05-31,,20370.7,31686.6,116894.0,1174.8,0.0,2000-05,0.0
2000-06-30,,24419.7,31844.0,118483.1,1115.4,0.0,2000-06,0.0
2000-07-31,,23007.7,31520.0,117847.2,1181.1,0.0,2000-07,0.0
2000-08-31,,21791.7,31296.5,117132.6,1284.1,0.0,2000-08,0.0
2000-09-30,,24214.5,31577.6,120754.0,1142.7,0.0,2000-09,0.0
2000-10-31,,19321.5,31525.1,116333.9,1324.2,0.0,2000-10,0.0
2000-11-30,,18605.5,32056.5,115741.5,1109.9,0.4,2000-11,0.4
2000-12-31,,24182.0,35485.7,119098.4,1353.0,0.0,2000-12,0.0
2001-01-31,,17967.03161611,32454.750455,109511.41437349,1376.73657203,0.0,2001-01,0.0
2001-02-28,,17321.03161611,32595.64574,110346.25542753,1386.27718979,0.0,2001-02,0.0
2001-03-31,,19001.79301667,32759.74858,112209.76209034,1164.8327702,0.0,2001-03,0.0
2001-04-30,,16731.79301667,33031.35117,111220.43014622,1113.10439973,0.0,2001-04,0.0
2001-05-31,,18807.79301667,33019.33447,113815.29517697,1308.22478364,0.0,2001-05,0.0
2001-06-30,,24403.36224333,33405.638985,121655.99208087,1136.50104449,0.0,2001-06,0.0
2001-07-31,,18410.36224333,33301.99213,115182.91061581,1156.42323829,0.0,2001-07,0.0
2001-08-31,,19012.36224333,33104.14872,116828.50482323,1104.27251174,0.0,2001-08,0.0
2001-09-30,,20233.81287056,33583.74228,114516.39625982,1347.0694183,0.0,2001-09,0.0
2001-10-31,,15007.81287056,33961.96198,109337.60956934,1502.44423402,0.3679114,2001-10,0.3679114
2001-11-30,,16801.81287056,34980.15151,110635.36953339,1370.44206475,0.0,2001-11,0.0
2001-12-31,,25912.091575,39844.68936,120153.13580361,1115.02877235,0.0,2001-12,0.0
2002-01-31,,19488.091575,36188.195855,113399.31805723,1143.07807718,0.0,2002-01,0.0
2002-02-28,,18807.091575,35875.684055,112117.39415068,1209.15566759,0.0,2002-02,0.0
